date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
30-Jul-18	19:09:08	6090705	Willie Martin	"792 Lisa Pike
South Maria, ID 46622"	(807)395-5413	Black  Dot	I like to use it for listening to podcasts.  I like to set up the greeting in the morning to tell me what's new.  The one thing I don't like was getting it to recognize the radio station I wanted to listen to.  I finally got it working, but had to work through the bugs.	4	1
30-Jul-18	15:06:12	2388038	John Lee	"602 Denise Fort Apt. 850
Lake Andrew, HI 91704"	225-673-6256	Black  Dot	Awesome piece of technology that has simplified my life. Great purchase.	5	1
30-Jul-18	03:26:36	3222234	Kara Rodriguez	"94253 Robert Mission
East Tylerfurt, AR 24998"	(360)839-1368	Black  Dot	Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.	2	0
2-Jul-18	11:51:13	3984816	Michelle Anderson MD	"7045 Vanessa Causeway
Loweryville, AZ 75715"	2187052340	Black  Plus	Love this device	5	1
27-May-18	22:40:51	1148469	Jason Gibson	"148 David Burg
Harveyfurt, AK 75217"	9469699010	Black	The problem I have with this item could just be my inexperience. I ordered the wrong thing, but then decided I’d set it up and use Alexa. I was trying to replace a small Bluetooth speaker in my bedroom. Thought I could learn as I go. I downloaded the app, but never could get the Echo to sync with my iPhone. I’ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended.	5	1
30-Jul-18	07:55:35	2689480	Benjamin Walsh	"USS Jordan
FPO AA 48776"	(454)675-8659	Configuration: Fire TV Stick	This is an awesome product. I wanted to test out the differences between this and my Roku and both are very nice. I will likely be using this for traveling as well.	5	1
30-Jul-18	19:49:20	7148885	Angela Hale	"54803 Ricardo Extension Suite 013
West Aaron, RI 91803"	(680)967-4361	Black  Dot	Really like it	5	1
30-Jul-18	11:29:31	6675098	Daniel Price	"096 Nicole Dam Suite 473
South Daniel, MP 92701"	(668)302-8748	Heather Gray Fabric 	The speaker has excellent sound and works perfectly!	5	1
30-Jul-18	17:12:01	4370051	Thomas Contreras	"932 Leslie Ports Apt. 630
East Christopherbury, NM 34748"	(405)931-0998	Configuration: Fire TV Stick	Easy to use	5	1
30-Jul-18	03:09:04	8070927	Kevin Myers	"06779 Maxwell Land Suite 407
West Tyler, SC 17570"	780-316-2768	Configuration: Fire TV Stick	Love the Alexa feature. Firestick is working just fine.	5	1
30-Jul-18	18:54:07	134899	Melissa Doyle MD	"21465 Ramirez Dale Apt. 158
Youngshire, DE 37840"	5419737636	Charcoal Fabric 	I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!	5	1
30-Jul-18	14:47:19	4416415	Katie Novak	"3389 Morrison Unions
Michellefurt, SC 84449"	656-459-6546	Black  Dot	I had an Alexia built into my thermostat that just didn't work very well. I had to be standing right next to it for it to hear me and music played very choppy on it. I decided to try the Echo Dot since it was on Prime Day. I have not been disappointed! It hears me just fine and music plays with out any problem. I really like that I can Bluetooth connect to my Bose Speaker for quality sound.	5	1
30-Jul-18	09:12:19	8178473	Elizabeth Haynes	"1682 Patricia Harbor
Rebeccahaven, SC 47177"	9607237149	Black  Dot	I had put this off for awhile but finally got around to buying 3 of them for my home. My wife is legally blind and cannot use the computer. This has been a Godsend, 100%. We have the Amazon music for her and now she can listen to music, check the weather, get phone numbers, make calls, etc., etc.. We are still learning but I tell you, this is absolutely amazing. I purchased 4 more for my extended family and the grandchildren absolutely love playing their music on Alexa. With the wifi and direct cable capability, the speaker/stereo options are there for the choosing. This is well worth the money. You won't regret this at all!	5	1
29-Jul-18	11:23:17	4608809	Jennifer Brown	"0569 Smith Ridges
Kennethhaven, NC 56929"	(749)500-4175	Black  Plus	This is very hard to review because I am part of the  problem.I am 75 and got it so my dog would have distracting noise when I am not home.I am computer literate, iTunes literate, Amazon literate, as well as countless other programs, but am apparently a dunce when it comes to talking to Alexa.  I think I heard her sigh in exasperation.I tried to create a playlist of songs I like only to have it ignored.  I am learning workarounds but they are mediocre, at best...and, as yet do not include a personal playlist.I have scoured the beginners section but the beginners it addresses are far more advanced in basic Alexa than am I.So far, I like what I have been able to use but I'd like it a lot more if I could configure it to my needs, rather than accepting the Amazon/Alexa default.Karen	4	1
29-Jul-18	16:06:08	1982428	Joseph Miller	"7474 Jacob Plaza Suite 832
Vickiestad, FM 21935"	(882)879-1041	Black  Show	All the music I can listen too, Also the movie I can watch I can see my ring doorbell .	4	1
30-Jul-18	09:21:48	4807851	Randall Adams	"92503 Sloan Ville Apt. 392
West Gabrielaside, WY 22242"	6287908907	Black  Dot	I'm addicted to this thing.	5	1
30-Jul-18	05:41:07	7388338	John Johnson	"39645 Gabrielle Union
Dayview, RI 52041"	5263278335	Black  Dot	I love this its super convenient and makes my life a little easier	5	1
30-Jul-18	13:14:17	1310331	Rebecca Jones	"78665 David Junctions Apt. 809
Port Lisa, PW 30986"	5752819991	White  Spot	Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.	3	1
30-Jul-18	15:40:37	1575269	Joseph Wright	"26973 Padilla Groves
West Rebeccamouth, MT 78966"	2949582184	Black  Dot	Works better than anticipated. This thing is awesome.	5	1
28-Jul-18	04:19:42	6941981	Rachael Alvarado	"06963 Sandoval Lake Apt. 166
Ramirezfurt, ND 00948"	993-593-0637	Charcoal Fabric 	Alexa is easy to operate and set up.  Have had it for about 10 days now and love it.	5	1
30-Jul-18	12:31:09	4555213	Molly Hale	"33830 Albert Green Suite 090
East Amberland, WV 11831"	(728)735-7753	Heather Gray Fabric 	Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it’s not intrusive to look at.	4	1
28-Jul-18	04:34:45	1748972	Erik Hodges	"0942 Jacob Courts Apt. 120
Port Lori, DE 11166"	5299748857	Black  Show	We are very pleased with this item. The display is clean and crisp and easy to read. We enjoy trying the suggested things to try asking Alexa. We use the timer feature quite a bit and have added our calendars and contacts. We are still exploring the many skills available.	5	1
9-Jul-18	05:04:37	8051687	Donald Williams	"634 Robert Island
Chelseaton, AS 13928"	805-653-6151	Black  Plus	We love everything	5	1
29-Jul-18	19:14:44	7234774	Andrea Moon	"515 Mcmahon Crescent
Port Ryanshire, NV 53617"	564-525-5292	Black  Spot	I wanted to see my security video cameras without having to use my phone. Works great and extremely easy to set up.	5	1
20-May-18	03:02:36	28462	Samuel Nguyen	"73618 Herman Road Apt. 305
Meyermouth, MS 84232"	6575250742	White	Best price we could find and it is so useful to have her around to answer questions. It is so handy to not have to find your phone. I also now have an intercom system.	5	1
30-Jul-18	13:48:45	4849380	Kenneth Frank	"32610 Teresa Station
North Tracy, WY 72056"	994-207-4089	Black  Dot	The speaker could be better...	3	1
26-Jul-18	22:06:27	7598512	Bradley Williams	"33053 Brooks Locks
Kathleenberg, CO 50863"	5415002361	Black  Spot	I would love this but there is no way to stop the screen from constantly scrolling through “things to try”. If Amazon would make this a setting I would change my review to 5 stars.	1	0
26-Jul-18	22:36:50	4377029	Jason Fields	"764 Miller Orchard Suite 059
Port Colleen, FL 42010"	621-608-7049	Black  Spot	It was easy set up.  I use it more than I thought.	5	1
30-Jul-18	06:07:50	8128108	Shawna Hernandez	"80851 Mills Turnpike
Burkeville, ND 08065"	(244)997-3047	Black  Show	fun so far. learning to use her.	5	1
30-Jul-18	00:11:38	8866415	Douglas Colon	"1996 Christopher Lane
New Amandaberg, TN 33372"	252-782-9517	Black  Dot	I love this product so far only because of the few things I can do with it...such as set a timer, a reminder, play music and games. I don't like that to get the full enjoyment from it that you have to purchase so many things. It was also very difficult to set up. The directions made it sound as simple as one, two, three but they forgot about step four, five and six. I was almost ready to send to back.The app is extremely slow and it took hours to get this thing set up. However depending on what you are going to be using it for I think it's an ok item.	5	1
26-Jul-18	18:52:59	7912176	Stacy Cuevas	"7242 Matthew Heights
New Edwardmouth, CA 20542"	2348197820	White  Plus	I purchased the Echo Plus with built-in hub during Prime Days sale. It was delivered very fast and was easy to link to my WiFi. Also connected it to a smart plug to control a light. I love telling Alexa to play music, and she hears me from 2 rooms away. Excited to learn new uses for it.	5	1
30-Jul-18	18:09:39	3646250	Melanie White	"196 Reed Trace Apt. 894
Royland, VA 06267"	797-680-3967	Sandstone Fabric 	The outlet does not work with it. Was disappointed in that.	4	1
30-Jul-18	04:19:16	510993	Jody Proctor	"962 Karen Turnpike Suite 024
North Josephburgh, MT 72720"	771-602-2359	Oak Finish 	I purchased this for my mother who is having knee problems now, to give her something to do while trying to over come not getting around so fast like she did.She enjoys all the little and big things it can do...Alexa play this song, What time is it and where, and how to cook this and that!	5	1
31-Jul-18	08:11:05	6212537	Kimberly Smith	"35186 Michael Landing Suite 832
Kellymouth, CT 89990"	6354216295	Configuration: Fire TV Stick	Love it!	4	1
28-Jul-18	10:43:01	6009870	Eric White	"8355 Villanueva Dam
Brianstad, WI 92529"	3395996730	Black  Show	Glad I upgraded my aka	5	1
30-Jul-18	20:02:09	320438	Jonathan Gomez	"062 Christian Lodge Apt. 967
Johnsonshire, FL 36730"	(990)855-3033	Charcoal Fabric 	LOVE, LOVE this new little gadget.  Has  made our lives so much easier.  it's like having our own personal secretary living here in the home.  We hardly need our CD's anymore, since ALEXA plays everything we need.  Going to get the Alexa DOTS soon for more rooms.  Thanks!!	5	1
3-Jul-18	19:57:28	3950993	Jerry Jones	"57155 Spencer Ramp Suite 420
Samanthamouth, WY 70911"	843-246-5190	Black  Plus	WORKS GREAT	5	1
29-Jul-18	22:54:17	5036334	Sierra Reeves	"92801 Fischer Corners
South Jeffreymouth, WY 91641"	288-597-9761	Charcoal Fabric 	Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!	5	1
30-Jul-18	03:34:48	330201	Michael Elliott	"132 Lori Vista Apt. 379
Dillonfort, DC 05153"	224-502-5381	Configuration: Fire TV Stick	Great easy to set up.A little difficult to navigate and the instructions are non existent	5	1
28-Jul-18	19:15:04	6707423	Terry Richardson	"432 Jessica Ridges
Lunaland, PA 21165"	(978)888-7769	Black  Plus	Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.	5	1
30-Jul-18	23:54:09	885564	Amanda Lowery	"Unit 8151 Box 2132
DPO AP 52033"	6185334677	Black  Plus	Same specs as regular echo, but easier to use than getting a separate hub for smart lights, etc.	4	1
21-Jun-18	21:59:13	5535668	Chad Rogers	"93273 Davidson Fall Apt. 307
Rodriguezborough, DE 13184"	(392)855-9286	Black	Started taking on her own! Haven’t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now.	3	1
29-Jul-18	16:59:31	5549908	Troy Wolf	"6709 Nathan Divide Apt. 602
Davisview, GA 03686"	8955119822	Charcoal Fabric 	Too difficult to set up.  It keeps timing out before you can enter the password	2	0
17-May-18	22:50:15	3501715	Chelsea Moody	"8522 Jessica Club
Zacharybury, AK 51931"	834-399-2876	Black	Great product. Wakes me up every morning on time!	5	1
26-Jul-18	17:06:57	8480881	Adam Porter	"PSC 9846, Box 3025
APO AE 41034"	8636311477	Black  Plus	Arrived right on time and works as expected	5	1
22-Jul-18	14:23:48	8739799	Jorge Peterson	"86959 Alexis Bypass
North Laurenport, IN 00878"	928-673-7592	Black  Spot	Can’t be used as a baby monitor which is why I had purchased it.  I didn’t realize this until I read the reviews on the Alexa skill for syncing the Nest Cam.  Considering all of the poor reviews and the fact that it should be simple to fix, surprised Amazon hasn’t upgraded the software to allow more than 39 minutes of viewing or alerts like you get on the Nest app.	1	0
30-Jul-18	09:41:40	7575595	Michelle Murphy	"92716 Wilson Circle Suite 994
Angelafort, WY 95472"	(465)738-0878	Sandstone Fabric 	I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.	4	1
30-Jul-18	22:14:34	644997	Terry Hill	"793 Patterson Station
Kaufmanfort, MD 60871"	(778)209-1040	Black  Plus	We got this mainly for our son who is currently vision impaired ! it has many good things and setup was fairly easy once I did the first one but they should be easier to setup and come loaded with more stuff ! it should do Text messages to friends easier without them having to download something for it to work and it should link with email and also them common social media like facebook and twitter and others !the whole purpose was to get him back connected to the Web by voice so he wouldn't feel left out and isolated ! they should also have a tech support phone number to call or a way to do direct help to the Echo so tech support can help setup the device ! I had to get a friend whos an IT guy to come help me setup	4	1
31-May-18	11:40:47	4676255	Jamie Taylor	"920 Kimberly Mall
North Antonioview, NV 90778"	2414584732	Black	Love it	5	1
30-Jul-18	17:52:38	7485674	Jason Thomas	"34632 Robinson Inlet Suite 843
Teresaberg, MH 23953"	759-207-2976	Black  Dot	my new best friend :)	5	1
28-Jul-18	06:43:35	8388044	Gloria Harvey	"210 Kirby Divide
Normanland, AZ 39452"	6827271516	White  Spot	Fantastic product, absolutely love it!	5	1
30-Jul-18	10:25:04	4858219	Angel Gregory	"700 Gibbs Stream
North Robert, GA 86353"	8279227848	Configuration: Fire TV Stick	I love it . Easy set up as well	5	1
30-Jul-18	05:26:59	7174494	Cynthia Knight	"53710 Patton Mission
Port Laurachester, UT 49914"	5653698639	Black  Dot	 	3	1
30-Jul-18	12:47:59	7797054	Holly Rose	"Unit 1543 Box 5604
DPO AP 25173"	562-519-6666	Charcoal Fabric 	Still learning all the ways to use it.  It is a real hit with my grandkids who ask it to play music and then dance to it.  (5 and 7 yrs).  Very cute.	5	1
26-Jul-18	13:36:33	3333938	Danielle Hudson	"8349 Adams Extension Suite 160
Aliciamouth, IA 25452"	438-370-6465	White	Bought for my bathroom to listen when I'm in the shower.  Love it.	5	1
29-Jul-18	08:30:33	885168	Ashley Kim	"14315 Veronica Gateway
New Annaland, NE 42399"	8514744524	Heather Gray Fabric 	Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.	4	1
30-Jul-18	13:40:50	2301771	Dr. Shelby Hardy DVM	"205 Wilson Station Suite 353
Lake Michaelstad, CA 72602"	8262521804	Charcoal Fabric 	I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title.	5	1
26-Jul-18	16:04:55	963076	Michelle Villegas	"8385 Amber Manor
South Denise, NH 06141"	(994)410-3504	Black  Spot	I am a small business owner with no staff. With the Alexa driven Echo Spot, I feel like I've hired my first assistant! My Echo Spot keeps me organized, updated, and assistance when I need information that will help my day run more smoothly. I love my Echo Spot so much, I bought 2 more for my kids who love their Echo Spot too! I highly recommend this product.Suggested improvement for future versions, make the Echo Spot wireless. 😊	5	1
5-Jun-18	09:13:42	5442529	Lauren Malone	"Unit 2205 Box 5353
DPO AA 66976"	8689648206	Black	It doesn’t always  work	2	0
28-Jul-18	02:56:07	6037094	Calvin Bass	"11406 Green Village
Garciatown, MD 91052"	6555940012	Black  Show	This is my second Show.  I like them very much.  I use mine for music and my Arlo security cameras.  I can connect and display my outdoor cameras by voice. They are exceptionally capable devices.  I highly recommend them.	5	1
30-Jul-18	06:22:37	6609263	Victoria Parsons	"621 Jack Haven
New Martin, PA 45879"	637-739-5135	Black  Show	Good sound! The capacity of join different apps to make work your smart home	5	1
2-Jun-18	09:18:21	659970	Jeffrey Parks	"74514 Jacobs Mission
Kristinaton, MD 60435"	(635)492-3735	Black	Took a little work to set up but I finally got it.  Sound quality not the best but for what I got it for it works great.  I check weather and ask a few cooking questions in the kitchen with it.  I do play the radio on it when I want some music but will probably upgrade to the Echo plus for better sound.	5	1
30-Jul-18	06:15:01	8092549	Kelly Cruz	"38084 Cynthia Locks Apt. 346
Leahton, ND 94789"	692-320-1933	Black  Dot	 	5	1
30-Jul-18	11:39:31	5457528	Stefanie Moore	"45096 Jimenez Village
Jenniferburgh, PR 67460"	(840)895-4403	White  Spot	We absolutely love this product!!! Wish we would have bought this instead of the dots!!!	5	1
30-Jul-18	21:40:15	4164091	Ryan Smith	"066 Williams Stream
North Tinaport, IA 07360"	8445811804	Black  Show	Unit is working great, but it is a true PIA that products today are shipped without user manuals. Do manufacturers truly believe that user will magically know the full capabilities of each product purchased? I have no idea of the echo show's capabilities. I have it linked to my Hue lights, but have no idea what commands will work, and what won't. I purchased a Fire TV Stick along with the Show, but have no idea how to maximize the two. Just a few examples.I even purchased a text that other users have found to be helpful. Seems way too basic to me, but better than a kick in the pants.	4	1
28-Jul-18	05:17:13	6253308	Marie White	"42124 Chavez Corner
New Jenna, ID 59891"	(224)433-7143	Charcoal Fabric 	if you don't have an Echo you definitely need one	5	1
26-Jul-18	21:59:22	8571921	Christopher Vasquez	"9733 Thompson Crescent
New Shaneview, SC 85177"	4376217074	Black  Plus	Bye bye Philips hub and expensive monthly internet charge!  Took a little tinkering, had to rest the individual bulbs, but works great! No more, &#34;Philips hue bridge is not responding&#34; message.	5	1
11-Jun-18	14:47:11	8450027	Charles Smith DDS	"5636 Phillips Dale Suite 338
New Katherine, UT 07096"	(758)336-4112	Black	The second one which was a refurbished model did work-at least not in my home.	2	0
30-Jul-18	18:36:59	8225465	Jay Cline	"042 Sean Stravenue
Lisafurt, NM 02998"	723-591-8482	White  Dot	Nice product	5	1
30-Jul-18	09:33:13	7862770	Gregory Turner	"00970 Carroll Fields Apt. 264
Alexistown, ME 44869"	9582197601	Black	Works great no different than the new ones	5	1
30-Jul-18	02:09:55	403036	Ashley Williamson	"085 Salazar Drive
Lewisfort, GA 02584"	9813776965	Black  Dot	Works great... bought it for my shop so that it is like an intercom to the house.	5	1
30-Jul-18	19:18:24	6827087	Amanda Hayes	"9491 Jamie Park
Andersonmouth, KY 02724"	(347)445-3805	Configuration: Fire TV Stick	Love all the options with the fire tv stick!Works great!	5	1
30-Jul-18	08:36:48	7926693	Ernest Johnson	"3280 Amy Squares Apt. 795
South Jeffery, AR 94242"	5575022761	Black  Dot	AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.	5	1
30-Jul-18	06:10:52	638144	Mikayla Gonzalez	"Unit 3659 Box 9126
DPO AA 40554"	(438)384-2258	Black  Show	I love it	5	1
31-Jul-18	09:37:02	3103348	Michelle Knight	"66288 Henry Brook Apt. 048
Collinsbury, AS 17791"	498-941-4022	White  Show	just what I expected,already have 2 other  shows	5	1
30-Jul-18	11:35:36	4078789	Samuel Cunningham	"0433 Johnny Squares Apt. 337
Jamesstad, ID 15152"	(252)930-7609	White  Dot	It’s easier to do things with it	5	1
29-Jul-18	15:35:40	8391504	Charlene Frey	"8003 Cooper Inlet Apt. 692
West Joshua, VT 19877"	6353605471	Charcoal Fabric 	I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music.	5	1
28-Jul-18	07:27:32	8646465	Joseph Dominguez	"16726 Keith View Suite 611
Watsonchester, FL 13311"	903-834-3403	Black  Show	Alexa takes some getting used to, but the picture quality is great, the touch screen is very responsive and smooth. Speakers are better than expected as wellFour stars out of five	4	1
21-Jun-18	23:07:39	3594635	Marissa Johns	"2456 Christopher Groves
East Jamesbury, HI 96617"	259-323-0448	Black	This refurbished item was fine,but I wasn't aware that there is a fee for having other echos set up in the rooms.  However, it was missing the cordThank you	4	1
22-Jul-18	11:57:26	7104585	Emily Horton	"2756 Susan Parks Suite 654
Johntown, CA 18833"	(853)654-7791	Black  Spot	Would be 5 stars if you could turn off the &#34;Things to Try&#34; screen!!!  I should have read up on this before buying the Spot.  Amazon, please update to enable us to turn this off!  It is SO extremely annoying to look over to see the time but instead see &#34;Things to try&#34;.	3	1
30-Jul-18	15:46:03	5714552	Joseph Sawyer	"Unit 3521 Box 0249
DPO AE 70017"	7858874087	Black  Dot	I love it...... I want to get another one very  very  soon	5	1
30-Jul-18	20:03:39	2342064	Mary Fisher MD	"64067 Meyer Forest
Harrisonland, IL 22523"	(877)488-2271	Configuration: Fire TV Stick	Bought the 2nd firestick for bedroom. Easily installed and set up. Works great	5	1
30-Jul-18	03:24:07	8402823	Morgan Thomas	"38513 Cohen Mill
West Edwinview, SD 53097"	529-687-1843	White  Dot	I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????	5	1
30-Jul-18	17:00:07	3239185	Ann Mckenzie	"724 Collins Club Suite 715
Lake Donaldfurt, TX 61024"	(317)906-7349	Sandstone Fabric 	Still learning all the capabilities...but so far pretty pretty pretty good	5	1
30-Jul-18	08:53:23	8380971	Peter Molina	"0347 Robert Avenue
Jonesview, MP 55628"	3162483487	Black  Dot	Love it!! Don’t know what took me so long to get one — and don’t know why I didn’t get two on Amazon Prime Day!	5	1
30-Jul-18	18:18:24	300309	William Monroe	"5880 Gibson Centers
Baldwinchester, AS 41557"	6764772326	Black  Show	I really love this item!  So much fun!	5	1
30-Jul-18	14:59:46	2487165	Vincent Nelson	"PSC 9064, Box 1854
APO AA 07385"	7755877070	Black  Dot	Works great!	5	1
30-Jul-18	09:10:31	5621573	Lisa Matthews	"7477 Wright Vista Apt. 051
Ramirezton, ID 35339"	992-937-3869	White  Dot	Works as expected. This is our fourth one, our son loves it in his room. Easy to set an alarm and he can play music through it.	5	1
30-Jul-18	07:13:06	505452	Paige Moreno	"2760 Brittany Path Suite 266
Ericville, KY 25966"	7287386738	White  Show	It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!	5	1
30-Jul-18	08:34:44	8225273	Anthony Kemp	"096 Thomas Coves Apt. 827
East Stephen, NM 24925"	3509034672	Heather Gray Fabric 	so far love it working on getting more things set up love the grocery list app	5	1
28-Jul-18	11:01:29	865339	Abigail Stanley	"99264 Robert Valley
Lopezberg, AS 22906"	405-411-5163	White  Plus	Better than expected!	5	1
30-Jul-18	08:49:34	730188	Jason Lloyd	"443 Velazquez Squares Apt. 689
Scottfurt, WA 79278"	8926175547	Black  Show	Show has been great. Still learning what it can do, but being able to watch videos, talk face to face with others are not features.	4	1
30-Jul-18	05:38:16	6063023	Victor Kelly	"18922 Nguyen Ville Suite 339
North Tamarahaven, KY 64712"	6396953006	Configuration: Fire TV Stick	Es  excelente funciona genial	4	1
18-Jul-18	06:48:13	2122243	Deanna Ingram	"148 Tony Village Suite 317
Thompsontown, NH 33837"	(391)373-4537	Black	Perfect condition! I love my echo	5	1
30-Jul-18	20:35:17	7971890	Richard Stewart	"27574 Murray Mall
Haasberg, NC 40663"	7473154216	Charcoal Fabric 	The sound from this Echo 2nd Generation is phenomenal!  Not to mention that I just love Alexa!  She is very helpful.	5	1
30-Jul-18	10:56:51	8643558	Yvette Guerra DDS	"90497 Stacey Villages Suite 925
Pateltown, KY 92407"	(412)217-6812	Black  Dot	Usual reliable Alexa	5	1
29-Jul-18	09:29:56	4993741	Michael Nelson	"9360 Gomez Point
Zacharyhaven, AK 91469"	231-746-4712	Charcoal Fabric 	Really disappointed Alexa has to be plug-in to wall socket all the time.  My fault for not checking this, but made the assumption that a company has technologically advanced as Amazon would sell this product with a rechargeable battery.  If I could return it, I would as my Apple music and boom speaker give me more flexibility the Alexa.	2	0
30-Jul-18	05:32:55	5927166	Leah Foster	"879 Jennifer Light Apt. 553
Francohaven, MD 98478"	932-308-0517	Black  Dot	Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.	5	1
31-Jul-18	23:44:32	7589670	Shannon Harrington	"87921 Turner Course
New Tinamouth, SD 97352"	(529)208-1003	Charcoal Fabric 	Love my Echo!	5	1
19-Jul-18	12:06:16	7556225	Amber Wilkins	"47940 Johnson Views
New Jeffreyton, TX 28220"	4354396611	Black  Spot	It's not as good as Siri, BUT it still has some positives, it's great at playing music, and setting alarms. I personally felt that I paid too much for this product, as it was nearly half off on prime day (literally the day after I purchased it). So I'm pretty disappointed. I might still return it and get my money back. .	2	0
30-Jul-18	06:52:31	2014680	Brianna Mcconnell	"60567 Heather Mall
Devinland, AK 82673"	(807)529-9286	White  Dot	I love my echo dot. Has many features and works great.The only thing I don't like about it, is that I can't play my iMusic on it. I'm going to have to pay for a Spotify or Amazon music account.	5	1
30-Jul-18	11:40:56	4616067	Dr. Jillian Waller	"079 Medina Land Apt. 305
North Stephen, GA 63083"	3083075382	Configuration: Fire TV Stick	Works well I have several of these recommend to anyone	5	1
30-Jul-18	07:57:11	1347473	Margaret Briggs	"22622 Johnson Ville
Lake Dawn, MA 33272"	8628585481	Configuration: Fire TV Stick	Love the fire stick. Alexa works well on it too. Would recommend.	5	1
28-Jul-18	15:14:43	2166209	Jaime Sutton	"4641 Whitney Green
Smithborough, AR 78839"	8369375524	Charcoal Fabric 	Beyond my capabilities to program. Grandkids lve it	3	1
30-Jul-18	01:32:40	6648286	John Mills	"58270 Sawyer Ferry
Johnsonbury, MN 35496"	6643526986	Charcoal Fabric 	Good Value	5	1
30-Jul-18	20:35:11	4536614	Michael Evans	"3220 Porter Canyon
Meyerport, MH 03484"	232-385-0286	Configuration: Fire TV Stick	Love it!	5	1
30-Jul-18	22:04:08	7953777	Paul Barnett	"8011 Bridges Station
North John, OR 01921"	841-376-4432	Configuration: Fire TV Stick	I love my fire stick!	5	1
29-Jul-18	22:38:19	601100	Michele Howard	"53361 Collins Walk Suite 393
Taylorfurt, WV 75205"	(715)721-7844	Black  Plus	Alexa didn’t know answers to many questions we asked. For example we asked how many cups in a pound and she said a pound is a form of money	1	0
30-Jul-18	05:27:32	3307025	David Chung	"30870 Amanda Crest
New Alisha, KS 76282"	909-332-8010	Configuration: Fire TV Stick	The Firestick we were sent doesn’t work. At all.  Voice remote won’t even turn on. We did all the troubleshooting steps. Didn’t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!)	1	0
30-Jul-18	01:13:11	7910708	James Zamora	"Unit 1140 Box 6862
DPO AP 09700"	228-510-6179	Black  Dot	Its was easy to set up	5	1
30-Jul-18	06:30:41	6411755	Heather Scott	"43069 Michelle Road Apt. 047
Thomastown, SD 58872"	5857398382	Configuration: Fire TV Stick	I loved it so much on my living room TV that I bought one for the bedroom TV. Highly recommend this device to anyone wanting to simplify and improve their online entertainment experience.	5	1
30-Jul-18	03:36:43	713081	Cindy Turner	"9297 Ward Circles Apt. 689
Thompsonport, CT 36757"	(661)826-7190	White  Dot	We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!	5	1
28-Jul-18	10:37:34	8667149	Heather Smith	"207 Susan Motorway
Woodsshire, UT 86295"	(842)780-8733	Black  Show	I am very pleased with the Echo Show! I love that it has so many nice features. I highly recommend it.	5	1
31-Jul-18	10:45:07	3015640	Melissa Kramer	"834 Eric Knolls Apt. 526
Colleenmouth, DE 87125"	5422325092	Configuration: Fire TV Stick	Great!!	5	1
30-Jul-18	12:43:47	3567440	Adam Moyer	"15538 Melissa Brook
Port Destinyborough, TX 28733"	(231)510-1272	Charcoal Fabric 	My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities	5	1
20-Jul-18	03:13:58	7810388	Jesse Morrison	"9464 Misty Mountain Apt. 600
Anthonyfurt, CO 28718"	7117615073	Black  Spot	Best bedside clock and assistant I have ever had.	5	1
30-Jul-18	12:04:40	5205905	Kimberly Allen	"USCGC Moore
FPO AE 57676"	(362)481-0791	Configuration: Fire TV Stick	Upgraded from a first generation firestick. I don't know why I waited so long. I love it!	5	1
